,month,year,FixedCounts,walk,region
2549,10,2016,18833,Kaikoura Walkway,Canterbury
2550,11,2016,15020,Kaikoura Walkway,Canterbury
2551,12,2016,12385,Kaikoura Walkway,Canterbury
2552,1,2017,24710,Kaikoura Walkway,Canterbury
2553,2,2017,13347,Kaikoura Walkway,Canterbury
2554,3,2017,8434,Kaikoura Walkway,Canterbury
2555,4,2017,8402,Kaikoura Walkway,Canterbury
2556,5,2017,4558,Kaikoura Walkway,Canterbury
2557,6,2017,8253,Kaikoura Walkway,Canterbury
2558,7,2017,3598,Kaikoura Walkway,Canterbury
2559,8,2017,7676,Kaikoura Walkway,Canterbury
2560,9,2017,10844,Kaikoura Walkway,Canterbury
2561,10,2017,15261,Kaikoura Walkway,Canterbury
2562,11,2017,16824,Kaikoura Walkway,Canterbury
2563,12,2017,19520,Kaikoura Walkway,Canterbury
2564,1,2018,24819,Kaikoura Walkway,Canterbury
2565,2,2018,27219,Kaikoura Walkway,Canterbury
2566,3,2018,17748,Kaikoura Walkway,Canterbury
2567,4,2018,662,Kaikoura Walkway,Canterbury
2568,5,2018,1637,Kaikoura Walkway,Canterbury
2569,6,2018,1643,Kaikoura Walkway,Canterbury
2570,7,2018,11861,Kaikoura Walkway,Canterbury
2571,8,2018,5493,Kaikoura Walkway,Canterbury
2572,9,2018,10728,Kaikoura Walkway,Canterbury
2573,10,2018,16066,Kaikoura Walkway,Canterbury
2574,10,2012,20186,Waipoua Forest,Northland
2575,11,2012,32048,Waipoua Forest,Northland
2576,12,2012,45645,Waipoua Forest,Northland
2577,1,2013,68252,Waipoua Forest,Northland
2578,2,2013,46035,Waipoua Forest,Northland
2579,3,2013,44981,Waipoua Forest,Northland
2580,4,2013,31082,Waipoua Forest,Northland
2581,5,2013,14339,Waipoua Forest,Northland
2582,6,2013,10658,Waipoua Forest,Northland
2583,7,2013,14293,Waipoua Forest,Northland
2584,8,2013,10848,Waipoua Forest,Northland
2585,9,2013,12473,Waipoua Forest,Northland
2586,10,2013,19577,Waipoua Forest,Northland
2587,11,2013,16528,Waipoua Forest,Northland
2588,12,2013,20540,Waipoua Forest,Northland
2589,1,2014,12685,Waipoua Forest,Northland
2590,2,2014,34076,Waipoua Forest,Northland
2591,3,2014,37540,Waipoua Forest,Northland
2592,4,2014,37697,Waipoua Forest,Northland
2593,5,2014,13729,Waipoua Forest,Northland
2594,6,2014,2740,Waipoua Forest,Northland
2595,7,2014,7441,Waipoua Forest,Northland
2596,8,2014,8721,Waipoua Forest,Northland
2597,9,2014,12421,Waipoua Forest,Northland
2598,10,2014,19569,Waipoua Forest,Northland
2599,11,2014,6866,Waipoua Forest,Northland
2600,12,2014,16570,Waipoua Forest,Northland
2601,1,2015,46984,Waipoua Forest,Northland
2602,2,2015,34927,Waipoua Forest,Northland
2603,3,2015,31053,Waipoua Forest,Northland
2604,4,2015,7119,Waipoua Forest,Northland
2605,5,2015,15230,Waipoua Forest,Northland
2606,6,2015,10673,Waipoua Forest,Northland
2607,7,2015,627,Waipoua Forest,Northland
2608,8,2015,313,Waipoua Forest,Northland
2609,9,2015,13850,Waipoua Forest,Northland
2610,10,2015,23019,Waipoua Forest,Northland
2611,11,2015,32154,Waipoua Forest,Northland
2612,12,2015,48534,Waipoua Forest,Northland
2613,1,2016,57199,Waipoua Forest,Northland
2614,2,2016,40670,Waipoua Forest,Northland
2615,3,2016,36346,Waipoua Forest,Northland
2616,4,2016,25380,Waipoua Forest,Northland
2617,5,2016,14886,Waipoua Forest,Northland
2618,6,2016,12978,Waipoua Forest,Northland
2619,7,2016,12053,Waipoua Forest,Northland
2620,8,2016,8686,Waipoua Forest,Northland
2621,9,2016,12966,Waipoua Forest,Northland
2622,10,2016,27576,Waipoua Forest,Northland
2623,11,2016,35125,Waipoua Forest,Northland
2624,12,2016,7110,Waipoua Forest,Northland
2625,1,2017,22572,Waipoua Forest,Northland
2626,2,2017,43760,Waipoua Forest,Northland
2627,3,2017,36023,Waipoua Forest,Northland
2628,4,2017,30504,Waipoua Forest,Northland
2629,5,2017,17116,Waipoua Forest,Northland
2630,6,2017,12372,Waipoua Forest,Northland
2631,7,2017,12924,Waipoua Forest,Northland
2632,8,2017,5,Waipoua Forest,Northland
2633,9,2017,2321,Waipoua Forest,Northland
2634,10,2017,21968,Waipoua Forest,Northland
2635,11,2017,7224,Waipoua Forest,Northland
2636,12,2017,10977,Waipoua Forest,Northland
2637,1,2018,32002,Waipoua Forest,Northland
2638,2,2018,24239,Waipoua Forest,Northland
2639,3,2018,34723,Waipoua Forest,Northland
2640,4,2018,25844,Waipoua Forest,Northland
2641,5,2018,14430,Waipoua Forest,Northland
2642,6,2018,8039,Waipoua Forest,Northland
2643,7,2018,17600,Waipoua Forest,Northland
2644,8,2018,14393,Waipoua Forest,Northland
2645,9,2018,16817,Waipoua Forest,Northland
2646,10,2018,14704,Waipoua Forest,Northland
2647,11,2018,24078,Waipoua Forest,Northland
2648,6,2013,1390,Tunnel Beach,Otago
2649,7,2013,2614,Tunnel Beach,Otago
2650,8,2013,1295,Tunnel Beach,Otago
2651,9,2013,422,Tunnel Beach,Otago
2652,10,2013,1205,Tunnel Beach,Otago
2653,11,2013,3640,Tunnel Beach,Otago
2654,12,2013,4668,Tunnel Beach,Otago
2655,1,2014,5676,Tunnel Beach,Otago
2656,2,2014,5103,Tunnel Beach,Otago
2657,3,2014,4216,Tunnel Beach,Otago
2658,4,2014,3922,Tunnel Beach,Otago
2659,5,2014,2587,Tunnel Beach,Otago
2660,6,2014,2535,Tunnel Beach,Otago
2661,7,2014,2339,Tunnel Beach,Otago
2662,8,2014,959,Tunnel Beach,Otago
2663,9,2014,690,Tunnel Beach,Otago
2664,10,2014,3187,Tunnel Beach,Otago
2665,11,2014,4446,Tunnel Beach,Otago
2666,12,2014,6760,Tunnel Beach,Otago
2667,1,2015,6342,Tunnel Beach,Otago
2668,2,2015,4744,Tunnel Beach,Otago
2669,3,2015,4875,Tunnel Beach,Otago
2670,4,2015,5911,Tunnel Beach,Otago
2671,5,2015,3367,Tunnel Beach,Otago
2672,6,2015,1963,Tunnel Beach,Otago
2673,7,2015,2699,Tunnel Beach,Otago
2674,8,2015,2560,Tunnel Beach,Otago
2675,9,2015,3010,Tunnel Beach,Otago
2676,10,2015,4736,Tunnel Beach,Otago
2677,11,2015,5548,Tunnel Beach,Otago
2678,12,2015,9604,Tunnel Beach,Otago
2679,1,2016,9286,Tunnel Beach,Otago
2680,2,2016,9704,Tunnel Beach,Otago
2681,3,2016,8943,Tunnel Beach,Otago
2682,4,2016,6197,Tunnel Beach,Otago
2683,5,2016,3263,Tunnel Beach,Otago
2684,6,2016,3851,Tunnel Beach,Otago
2685,7,2016,1441,Tunnel Beach,Otago
2686,8,2016,768,Tunnel Beach,Otago
2687,9,2016,5502,Tunnel Beach,Otago
2688,10,2016,9851,Tunnel Beach,Otago
2689,11,2016,11925,Tunnel Beach,Otago
2690,12,2016,18832,Tunnel Beach,Otago
2691,1,2017,21110,Tunnel Beach,Otago
2692,2,2017,20359,Tunnel Beach,Otago
2693,3,2017,16349,Tunnel Beach,Otago
2694,4,2017,16891,Tunnel Beach,Otago
2695,5,2017,10298,Tunnel Beach,Otago
2696,6,2017,7772,Tunnel Beach,Otago
2697,7,2017,8185,Tunnel Beach,Otago
2698,8,2017,9015,Tunnel Beach,Otago
2699,9,2017,9799,Tunnel Beach,Otago
2700,10,2017,14832,Tunnel Beach,Otago
2701,11,2017,16525,Tunnel Beach,Otago
2702,12,2017,23102,Tunnel Beach,Otago
2703,1,2018,27674,Tunnel Beach,Otago
2704,2,2018,19085,Tunnel Beach,Otago
2705,3,2018,17483,Tunnel Beach,Otago
2706,4,2018,13292,Tunnel Beach,Otago
2707,5,2018,10304,Tunnel Beach,Otago
2708,6,2018,7339,Tunnel Beach,Otago
2709,7,2018,9787,Tunnel Beach,Otago
2710,8,2018,8392,Tunnel Beach,Otago
2711,9,2018,10673,Tunnel Beach,Otago
2712,10,2018,12460,Tunnel Beach,Otago
2713,11,2018,14875,Tunnel Beach,Otago
2714,12,2018,24828,Tunnel Beach,Otago
2715,1,2019,31774,Tunnel Beach,Otago
2716,5,2013,1394,Tongariro Crossing,Manawatu-Wanganui
2717,6,2013,707,Tongariro Crossing,Manawatu-Wanganui
2718,7,2013,492,Tongariro Crossing,Manawatu-Wanganui
2719,8,2013,375,Tongariro Crossing,Manawatu-Wanganui
2720,9,2013,409,Tongariro Crossing,Manawatu-Wanganui
2721,10,2013,1708,Tongariro Crossing,Manawatu-Wanganui
2722,11,2013,4257,Tongariro Crossing,Manawatu-Wanganui
2723,12,2013,4869,Tongariro Crossing,Manawatu-Wanganui
2724,1,2014,5678,Tongariro Crossing,Manawatu-Wanganui
2725,2,2014,5439,Tongariro Crossing,Manawatu-Wanganui
2726,3,2014,6268,Tongariro Crossing,Manawatu-Wanganui
2727,4,2014,3037,Tongariro Crossing,Manawatu-Wanganui
2728,5,2014,1430,Tongariro Crossing,Manawatu-Wanganui
2729,6,2014,750,Tongariro Crossing,Manawatu-Wanganui
2730,7,2014,288,Tongariro Crossing,Manawatu-Wanganui
2731,8,2014,213,Tongariro Crossing,Manawatu-Wanganui
2732,9,2014,407,Tongariro Crossing,Manawatu-Wanganui
2733,10,2014,1314,Tongariro Crossing,Manawatu-Wanganui
2734,11,2014,2297,Tongariro Crossing,Manawatu-Wanganui
2735,12,2014,5061,Tongariro Crossing,Manawatu-Wanganui
2736,1,2015,6533,Tongariro Crossing,Manawatu-Wanganui
2737,2,2015,6084,Tongariro Crossing,Manawatu-Wanganui
2738,3,2015,5279,Tongariro Crossing,Manawatu-Wanganui
2739,4,2015,3822,Tongariro Crossing,Manawatu-Wanganui
2740,5,2015,1985,Tongariro Crossing,Manawatu-Wanganui
2741,6,2015,1025,Tongariro Crossing,Manawatu-Wanganui
2742,7,2015,984,Tongariro Crossing,Manawatu-Wanganui
2743,8,2015,731,Tongariro Crossing,Manawatu-Wanganui
2744,9,2015,1256,Tongariro Crossing,Manawatu-Wanganui
2745,10,2015,4823,Tongariro Crossing,Manawatu-Wanganui
2746,11,2015,14133,Tongariro Crossing,Manawatu-Wanganui
2747,12,2015,20341,Tongariro Crossing,Manawatu-Wanganui
2748,1,2016,21848,Tongariro Crossing,Manawatu-Wanganui
2749,2,2016,21050,Tongariro Crossing,Manawatu-Wanganui
2750,3,2016,24675,Tongariro Crossing,Manawatu-Wanganui
2751,4,2016,13878,Tongariro Crossing,Manawatu-Wanganui
2752,5,2016,2969,Tongariro Crossing,Manawatu-Wanganui
2753,6,2016,2357,Tongariro Crossing,Manawatu-Wanganui
2754,7,2016,1776,Tongariro Crossing,Manawatu-Wanganui
2755,8,2016,837,Tongariro Crossing,Manawatu-Wanganui
2756,9,2016,1624,Tongariro Crossing,Manawatu-Wanganui
2757,10,2016,6457,Tongariro Crossing,Manawatu-Wanganui
2758,11,2016,11063,Tongariro Crossing,Manawatu-Wanganui
2759,12,2016,24503,Tongariro Crossing,Manawatu-Wanganui
2760,1,2017,23651,Tongariro Crossing,Manawatu-Wanganui
2761,2,2017,22749,Tongariro Crossing,Manawatu-Wanganui
2762,3,2017,21711,Tongariro Crossing,Manawatu-Wanganui
2763,4,2017,17269,Tongariro Crossing,Manawatu-Wanganui
2764,5,2017,6206,Tongariro Crossing,Manawatu-Wanganui
2765,6,2017,3852,Tongariro Crossing,Manawatu-Wanganui
2766,7,2017,1320,Tongariro Crossing,Manawatu-Wanganui
2767,8,2017,1053,Tongariro Crossing,Manawatu-Wanganui
2768,9,2017,1097,Tongariro Crossing,Manawatu-Wanganui
2769,10,2017,6928,Tongariro Crossing,Manawatu-Wanganui
2770,11,2017,18983,Tongariro Crossing,Manawatu-Wanganui
2771,12,2017,25003,Tongariro Crossing,Manawatu-Wanganui
2772,1,2018,24037,Tongariro Crossing,Manawatu-Wanganui
2773,2,2018,21401,Tongariro Crossing,Manawatu-Wanganui
2774,3,2018,25313,Tongariro Crossing,Manawatu-Wanganui
2775,4,2018,11246,Tongariro Crossing,Manawatu-Wanganui
2776,5,2018,4866,Tongariro Crossing,Manawatu-Wanganui
2777,6,2018,1641,Tongariro Crossing,Manawatu-Wanganui
2778,7,2018,943,Tongariro Crossing,Manawatu-Wanganui
2779,8,2018,889,Tongariro Crossing,Manawatu-Wanganui
2780,9,2018,2017,Tongariro Crossing,Manawatu-Wanganui
2781,10,2018,7918,Tongariro Crossing,Manawatu-Wanganui
2782,10,2015,427,Te Whara,Northland
2783,11,2015,414,Te Whara,Northland
2784,12,2015,703,Te Whara,Northland
2785,1,2016,574,Te Whara,Northland
2786,2,2016,355,Te Whara,Northland
2787,3,2016,403,Te Whara,Northland
2788,4,2016,453,Te Whara,Northland
2789,5,2016,260,Te Whara,Northland
2790,6,2016,184,Te Whara,Northland
2791,7,2016,181,Te Whara,Northland
2792,8,2016,132,Te Whara,Northland
2793,9,2016,230,Te Whara,Northland
2794,10,2016,514,Te Whara,Northland
2795,11,2016,545,Te Whara,Northland
2796,12,2016,572,Te Whara,Northland
2797,1,2017,620,Te Whara,Northland
2798,2,2017,263,Te Whara,Northland
2799,3,2017,292,Te Whara,Northland
2800,4,2017,464,Te Whara,Northland
2801,5,2017,274,Te Whara,Northland
2802,6,2017,217,Te Whara,Northland
2803,7,2017,103,Te Whara,Northland
2804,8,2017,80,Te Whara,Northland
2805,9,2017,86,Te Whara,Northland
2806,10,2017,328,Te Whara,Northland
2807,11,2017,458,Te Whara,Northland
2808,12,2017,617,Te Whara,Northland
2809,1,2018,654,Te Whara,Northland
2810,2,2018,518,Te Whara,Northland
2811,3,2018,605,Te Whara,Northland
2812,4,2018,460,Te Whara,Northland
2813,5,2018,355,Te Whara,Northland
2814,6,2018,336,Te Whara,Northland
2815,7,2018,317,Te Whara,Northland
2816,8,2018,346,Te Whara,Northland
2817,9,2018,500,Te Whara,Northland
2818,10,2018,792,Te Whara,Northland
2819,11,2018,822,Te Whara,Northland
2820,5,2016,20552,Cathedral Cove,Waikato
2821,6,2016,16030,Cathedral Cove,Waikato
2822,7,2016,18594,Cathedral Cove,Waikato
2823,8,2016,15256,Cathedral Cove,Waikato
2824,9,2016,19295,Cathedral Cove,Waikato
2825,10,2016,37361,Cathedral Cove,Waikato
2826,11,2016,51150,Cathedral Cove,Waikato
2827,12,2016,82341,Cathedral Cove,Waikato
2828,1,2017,110431,Cathedral Cove,Waikato
2829,2,2017,74380,Cathedral Cove,Waikato
2830,3,2017,52936,Cathedral Cove,Waikato
2831,4,2017,37797,Cathedral Cove,Waikato
2832,5,2017,23061,Cathedral Cove,Waikato
2833,6,2017,19903,Cathedral Cove,Waikato
2834,7,2017,20316,Cathedral Cove,Waikato
2835,8,2017,16876,Cathedral Cove,Waikato
2836,9,2017,21194,Cathedral Cove,Waikato
2837,10,2017,41021,Cathedral Cove,Waikato
2838,11,2017,48118,Cathedral Cove,Waikato
2839,12,2017,83517,Cathedral Cove,Waikato
2840,1,2018,87850,Cathedral Cove,Waikato
2841,2,2018,70671,Cathedral Cove,Waikato
2842,3,2018,47151,Cathedral Cove,Waikato
2843,4,2018,47912,Cathedral Cove,Waikato
2844,5,2018,25844,Cathedral Cove,Waikato
2845,6,2018,18656,Cathedral Cove,Waikato
2846,7,2018,20321,Cathedral Cove,Waikato
2847,8,2018,19860,Cathedral Cove,Waikato
2848,9,2018,23664,Cathedral Cove,Waikato
2849,11,2016,9364,Roys Peak,Otago
2850,12,2016,16975,Roys Peak,Otago
2851,1,2017,19541,Roys Peak,Otago
2852,2,2017,17906,Roys Peak,Otago
2853,3,2017,17154,Roys Peak,Otago
2854,4,2017,16343,Roys Peak,Otago
2855,5,2017,9013,Roys Peak,Otago
2856,6,2017,6603,Roys Peak,Otago
2857,7,2017,5708,Roys Peak,Otago
2858,8,2017,5892,Roys Peak,Otago
2859,9,2017,4664,Roys Peak,Otago
2860,10,2017,243,Roys Peak,Otago
2861,11,2017,9203,Roys Peak,Otago
2862,12,2017,19927,Roys Peak,Otago
2863,1,2018,21542,Roys Peak,Otago
2864,2,2018,25156,Roys Peak,Otago
2865,3,2018,24938,Roys Peak,Otago
2866,4,2018,21212,Roys Peak,Otago
2867,5,2018,2707,Roys Peak,Otago
2868,6,2018,5284,Roys Peak,Otago
2869,7,2018,6105,Roys Peak,Otago
2870,8,2018,7181,Roys Peak,Otago
2871,9,2018,10500,Roys Peak,Otago
2872,10,2018,100,Roys Peak,Otago
2873,11,2018,18122,Roys Peak,Otago
2874,12,2018,23086,Roys Peak,Otago
